bed,bath,acre_lot,zip_code,house_size,price,city
2.0,3.0,0.09,2140.0,1798.0,2437000.0,305
2.0,2.0,0.09,2140.0,1145.0,1699000.0,305
1.0,1.0,0.09,2140.0,760.0,1069000.0,305
1.0,1.0,0.18,2478.0,527.0,369900.0,163
3.0,3.0,0.04,2134.0,1496.0,830000.0,216
2.0,2.0,0.11,2150.0,1310.0,524900.0,372
3.0,2.0,0.42,1845.0,1300.0,359999.0,1447
2.0,2.0,0.03,2129.0,949.0,609900.0,216
2.0,2.0,0.31,1867.0,1073.0,389900.0,1708
2.0,1.0,0.15,1890.0,1279.0,799000.0,2330
6.0,3.0,0.07,2143.0,3357.0,1299000.0,1912
7.0,3.0,0.06,2139.0,2340.0,1799000.0,305
2.0,1.0,0.155,2474.0,959.0,449000.0,64
2.0,1.0,0.06,2141.0,1120.0,1250000.0,305
4.0,1.0,0.03,2141.0,1400.0,1049900.0,305
1.0,1.0,0.03,2116.0,649.0,859900.0,216
1.0,1.0,0.02,2114.0,908.0,624900.0,216
12.0,6.0,0.11,2135.0,4643.0,1894000.0,216
1.0,1.0,0.13,2143.0,751.0,790000.0,1912
5.0,6.0,0.74,2468.0,6119.0,4499000.0,1437
3.0,4.0,0.13,2474.0,2076.0,999999.0,64
2.0,2.0,0.03,2114.0,1224.0,849000.0,216
4.0,3.0,0.26,1890.0,2868.0,1525000.0,2330
2.0,2.0,0.13,2143.0,1064.0,1055000.0,1912
8.0,6.0,0.11,2445.0,5217.0,3199000.0,266
3.0,4.0,0.03,2116.0,3714.0,4999900.0,216
2.0,2.0,0.14,2155.0,1440.0,845900.0,1237
5.0,7.0,0.36,2478.0,7445.0,3999900.0,163
1.0,1.0,0.2,2140.0,813.0,659000.0,305
7.0,5.0,0.18,2446.0,5055.0,4350000.0,266
15.0,7.0,0.12,2135.0,5265.0,2599999.0,216
2.0,2.0,0.5,2467.0,1505.0,1329000.0,266
4.0,3.0,0.12,2446.0,2320.0,1649000.0,266
4.0,4.0,0.48,2176.0,4000.0,2300000.0,1241
2.0,2.0,0.23,2180.0,1150.0,629000.0,1995
3.0,3.0,0.03,2116.0,1984.0,2995000.0,216
2.0,2.0,0.1,2120.0,1135.0,1095000.0,216
2.0,2.0,0.1,2120.0,950.0,949000.0,216
5.0,3.0,0.11,2151.0,3200.0,629900.0,1717
2.0,2.0,0.11,2150.0,1468.0,550000.0,372
6.0,4.0,0.17,2148.0,3808.0,949900.0,1181
2.0,1.0,0.02,2115.0,884.0,787787.0,216
2.0,1.0,0.01,2135.0,649.0,449000.0,216
4.0,3.0,0.46,1887.0,3736.0,1200000.0,2326
6.0,3.0,0.04,2139.0,3564.0,2200000.0,305
6.0,2.0,0.12,2149.0,2152.0,789888.0,663
1.0,1.0,0.01,2135.0,385.0,335000.0,216
2.0,1.0,0.13,2143.0,1194.0,595000.0,1912
1.0,2.0,0.12,2138.0,760.0,525000.0,305
2.0,1.0,0.14,2155.0,1108.0,589000.0,1237
2.0,1.0,0.03,2135.0,498.0,539900.0,216
1.0,1.0,0.13,2143.0,799.0,689000.0,1912
17.0,9.0,0.09,2139.0,8157.0,5100000.0,305
2.0,1.0,0.02,2135.0,832.0,445000.0,216
6.0,2.0,0.1,2135.0,2262.0,1099000.0,216
3.0,1.0,0.02,2134.0,810.0,469000.0,216
2.0,2.0,0.03,2135.0,1100.0,579000.0,216
2.0,1.0,4.04,2467.0,959.0,595000.0,1437
2.0,1.0,0.09,2140.0,709.0,595000.0,305
2.0,3.0,0.23,2145.0,1561.0,899000.0,1912
1.0,1.0,0.09,2144.0,925.0,799900.0,1912
2.0,2.0,0.48,2468.0,1140.0,1188000.0,1437
12.0,6.0,0.1,2135.0,5418.0,1999000.0,216
1.0,2.0,0.03,2116.0,967.0,1499000.0,216
17.0,10.0,0.11,2141.0,8183.0,3999900.0,305
4.0,3.0,0.57,1880.0,2375.0,999999.0,2172
3.0,3.0,0.05,2199.0,2424.0,4900000.0,216
1.0,1.0,0.03,2114.0,895.0,615000.0,216
4.0,3.0,0.16,2453.0,2315.0,829900.0,2183
1.0,1.0,0.03,2135.0,637.0,699000.0,216
1.0,2.0,0.48,2468.0,935.0,998000.0,1437
4.0,2.0,0.09,2139.0,1982.0,1279000.0,305
5.0,3.0,0.09,2139.0,2354.0,1469000.0,305
4.0,3.0,0.09,2139.0,2298.0,1369000.0,305
3.0,3.0,0.48,2468.0,1596.0,1800000.0,1437
4.0,2.0,0.09,2139.0,1523.0,1209000.0,305
3.0,5.0,0.17,2453.0,3000.0,1095000.0,2183
4.0,4.0,0.58,1880.0,3250.0,1620000.0,2172
5.0,3.0,0.18,2134.0,4274.0,4500000.0,216
1.0,1.0,0.23,2145.0,875.0,699000.0,1912
1.0,1.0,0.03,2129.0,683.0,548000.0,216
2.0,2.0,0.23,2180.0,1142.0,649000.0,1995
1.0,1.0,0.14,2155.0,1036.0,610000.0,1237
3.0,3.0,0.03,2116.0,2600.0,2995000.0,216
3.0,2.0,0.25,2151.0,1762.0,2150000.0,1717
1.0,1.0,0.03,2135.0,715.0,739000.0,216
2.0,2.0,0.12,2138.0,1103.0,899000.0,305
2.0,3.0,0.09,2145.0,1740.0,1349000.0,1912
4.0,3.0,0.09,2445.0,1942.0,1550000.0,266
2.0,2.0,0.03,2135.0,1125.0,1079900.0,216
3.0,3.0,0.05,2116.0,2220.0,3350000.0,216
2.0,1.0,0.23,2134.0,952.0,849000.0,216
4.0,5.0,0.12,2139.0,3068.0,2950000.0,305
5.0,8.0,1.08,1810.0,6900.0,3150000.0,51
12.0,6.0,0.1,2445.0,4473.0,2499000.0,266
3.0,3.0,0.09,2145.0,1840.0,1390000.0,1912
5.0,5.0,0.63,2465.0,4959.0,5999000.0,1437
4.0,3.0,0.09,2138.0,3006.0,1400000.0,305
4.0,2.0,0.21,2150.0,2431.0,874000.0,372
7.0,3.0,0.05,2134.0,2590.0,1045000.0,216
3.0,1.0,0.19,2176.0,1182.0,544000.0,1241
1.0,2.0,0.23,2180.0,800.0,339900.0,1995
2.0,1.0,1.73,2460.0,731.0,549900.0,1437
3.0,2.0,0.22,2148.0,1720.0,669900.0,1181
5.0,4.0,0.14,2149.0,2708.0,875000.0,663
3.0,3.0,0.31,1890.0,2522.0,999000.0,2330
4.0,3.0,0.17,2453.0,2065.0,827500.0,2183
2.0,2.0,0.11,2445.0,834.0,759900.0,266
2.0,1.0,0.03,2129.0,777.0,749000.0,216
3.0,1.0,0.13,2143.0,1024.0,785000.0,1912
2.0,2.0,17.48,2467.0,1285.0,805000.0,1437
3.0,2.0,0.13,2143.0,1087.0,795000.0,1912
2.0,3.0,0.03,2116.0,2434.0,3900000.0,216
5.0,3.0,0.13,1890.0,2452.0,1250000.0,2330
2.0,1.0,0.12,2446.0,904.0,789900.0,266
4.0,4.0,0.17,2453.0,4288.0,1395000.0,2183
6.0,6.0,0.7,1940.0,5264.0,2749000.0,1167
4.0,2.0,0.13,2143.0,1236.0,795000.0,1912
7.0,3.0,0.15,2148.0,3188.0,985000.0,1181
12.0,3.0,0.08,2135.0,5487.0,2595000.0,216
4.0,6.0,1.57,2468.0,8614.0,7500000.0,1437
1.0,2.0,0.03,2129.0,659.0,700000.0,216
4.0,2.0,0.13,2143.0,1852.0,1145000.0,1912
5.0,2.0,0.13,2143.0,1693.0,1045000.0,1912
3.0,3.0,0.12,2446.0,1547.0,2345000.0,266
2.0,2.0,0.18,2472.0,957.0,839000.0,2209
2.0,2.0,0.09,2140.0,1192.0,1710400.0,305
3.0,4.0,0.18,2478.0,2288.0,1250000.0,163
6.0,8.0,0.07,2446.0,4514.0,3550000.0,266
10.0,6.0,0.03,2115.0,4740.0,2999000.0,216
2.0,2.0,0.11,2445.0,1260.0,739000.0,266
3.0,4.0,0.26,2458.0,2654.0,1500000.0,1437
2.0,2.0,17.48,2467.0,1285.0,829000.0,1437
6.0,6.0,0.41,2459.0,5429.0,4500000.0,1437
10.0,8.0,0.02,2134.0,4100.0,4100000.0,216
5.0,2.0,0.09,2144.0,1754.0,944999.0,1912
3.0,3.0,0.21,1880.0,2450.0,949900.0,2172
3.0,2.0,0.11,2445.0,1486.0,1299000.0,266
4.0,4.0,0.11,2116.0,2894.0,4850000.0,216
4.0,4.0,0.11,2445.0,3078.0,1899000.0,266
3.0,2.0,0.08,2145.0,1005.0,928000.0,1912
3.0,3.0,0.09,2139.0,2341.0,2250000.0,305
3.0,3.0,0.02,2115.0,2877.0,5600000.0,216
1.0,1.0,0.05,2134.0,833.0,770000.0,216
3.0,1.0,0.05,1880.0,952.0,435000.0,2172
2.0,2.0,0.12,2459.0,1654.0,875000.0,1437
2.0,2.0,0.03,2138.0,1643.0,1025000.0,305
2.0,3.0,0.11,2150.0,1963.0,619900.0,372
7.0,8.0,0.86,2445.0,9500.0,9500000.0,266
3.0,2.0,0.38,1810.0,2230.0,949900.0,51
5.0,5.0,0.4,1890.0,5353.0,2399000.0,2330
2.0,1.0,0.015,2215.0,775.0,690000.0,216
7.0,4.0,0.11,2155.0,3373.0,1250000.0,1237
4.0,2.0,0.25,1867.0,2241.0,734900.0,1708
9.0,3.0,0.05,2134.0,3903.0,1400000.0,216
4.0,1.0,0.03,2135.0,1266.0,579000.0,216
1.0,1.0,0.11,2148.0,601.0,385000.0,1181
3.0,2.0,0.39,1880.0,1946.0,680000.0,2172
5.0,2.0,0.11,2148.0,2571.0,849000.0,1181
1.0,2.0,0.03,2129.0,1058.0,699900.0,216
5.0,2.0,0.07,2472.0,2550.0,944900.0,2209
5.0,4.0,0.4,2445.0,4433.0,3750000.0,266
1.0,1.0,0.03,2129.0,706.0,599000.0,216
2.0,1.0,0.11,2472.0,1217.0,659000.0,2209
3.0,2.0,0.18,2472.0,1869.0,839000.0,2209
6.0,4.0,0.22,2144.0,3318.0,3299000.0,1912
2.0,2.0,0.14,2155.0,1050.0,649000.0,1237
3.0,2.0,0.23,2145.0,1432.0,929000.0,1912
3.0,3.0,0.23,2145.0,1367.0,850000.0,1912
3.0,2.0,0.14,2155.0,1222.0,739000.0,1237
3.0,4.0,0.12,2446.0,1901.0,1999000.0,266
5.0,2.0,0.05,2150.0,1598.0,499900.0,372
3.0,2.0,0.23,1887.0,1721.0,619900.0,2326
2.0,1.0,0.62,1864.0,1018.0,309900.0,1473
2.0,1.0,0.03,2116.0,439.0,640000.0,216
5.0,4.0,0.18,2148.0,2800.0,1199900.0,1181
2.0,1.0,0.18,2478.0,955.0,485000.0,163
2.0,1.0,0.03,2129.0,682.0,550000.0,216
7.0,9.0,0.99,2445.0,9300.0,8850000.0,266
3.0,2.0,0.18,2478.0,1810.0,799000.0,163
3.0,3.0,0.66,1906.0,2234.0,849900.0,1834
5.0,2.0,0.17,2135.0,2376.0,1250000.0,216
2.0,1.0,0.07,2130.0,788.0,465000.0,216
1.0,1.0,0.03,2129.0,713.0,485000.0,216
1.0,1.0,0.015,2215.0,628.0,649000.0,98
1.0,1.0,0.02,2215.0,659.0,579000.0,216
1.0,1.0,0.015,2215.0,697.0,769000.0,216
2.0,1.0,0.23,2145.0,534.0,479900.0,1912
2.0,2.0,0.05,2199.0,1493.0,2599000.0,216
4.0,4.0,0.04,2129.0,3000.0,2500000.0,216
3.0,1.0,0.2,1880.0,1600.0,639900.0,2172
1.0,1.0,0.12,2138.0,936.0,699000.0,305
2.0,1.0,0.01,2115.0,530.0,639000.0,216
2.0,3.0,0.05,2199.0,1590.0,3050000.0,216
2.0,2.0,0.23,2145.0,1236.0,1139900.0,1912
6.0,5.0,0.4,2478.0,4842.0,3500000.0,163
3.0,2.0,0.23,2145.0,1430.0,1289900.0,1912
2.0,2.0,0.03,2135.0,1088.0,988000.0,216
7.0,4.0,0.1,2148.0,2666.0,959900.0,1181
4.0,4.0,0.09,2140.0,2485.0,2450000.0,305
2.0,1.0,0.01,2114.0,542.0,439000.0,216
1.0,1.0,0.31,1867.0,955.0,448500.0,1708
4.0,2.0,0.38,1845.0,2218.0,719900.0,1447
1.0,2.0,0.19,2176.0,740.0,231322.0,1241
3.0,1.0,0.31,1867.0,1550.0,624900.0,1708
2.0,2.0,0.62,1864.0,1375.0,582180.0,1473
2.0,2.0,0.03,2129.0,969.0,615000.0,216
3.0,2.0,0.23,2461.0,1980.0,869000.0,1437
1.0,1.0,0.03,2129.0,781.0,589000.0,216
2.0,2.0,0.13,2478.0,1035.0,589000.0,163
2.0,2.0,0.17,2476.0,1005.0,580000.0,64
3.0,4.0,0.31,1867.0,3365.0,1095000.0,1708
2.0,1.0,0.18,2478.0,1061.0,658000.0,163
2.0,2.0,0.03,2129.0,1095.0,929900.0,216
24.0,19.0,0.28,2150.0,999.0,7300000.0,372
2.0,2.0,0.12,2474.0,1325.0,750000.0,64
4.0,2.0,0.07,2149.0,1856.0,705000.0,663
4.0,2.0,0.12,2474.0,2145.0,1035000.0,64
9.0,3.0,0.11,2149.0,3864.0,985000.0,663
3.0,2.0,0.09,2476.0,1470.0,809999.0,64
3.0,3.0,0.09,2144.0,1918.0,1550000.0,1912
3.0,2.0,0.09,2140.0,1290.0,1100000.0,305
3.0,3.0,0.13,2143.0,1410.0,1149000.0,1912
3.0,2.0,0.13,1880.0,1780.0,669900.0,2172
3.0,3.0,0.23,2180.0,2765.0,745900.0,1995
6.0,3.0,0.03,2150.0,2751.0,739900.0,372
2.0,2.0,0.11,2150.0,1195.0,248000.0,372
5.0,2.0,0.08,2149.0,2624.0,699000.0,663
4.0,2.0,0.07,2148.0,2159.0,719900.0,1181
1.0,1.0,0.11,2150.0,1195.0,208000.0,372
2.0,2.0,0.14,2155.0,1254.0,559000.0,1237
4.0,2.0,0.13,2148.0,2159.0,399900.0,1181
3.0,2.0,0.23,1890.0,1630.0,999000.0,2330
5.0,5.0,0.52,2467.0,3913.0,3500000.0,266
2.0,1.0,0.03,2129.0,849.0,595000.0,216
6.0,3.0,0.07,2135.0,2579.0,1225000.0,216
2.0,1.0,0.015,2215.0,1007.0,675000.0,216
7.0,6.0,0.52,2468.0,9326.0,6000000.0,1437
2.0,1.0,0.06,2141.0,837.0,769000.0,305
7.0,8.0,0.5,2445.0,7450.0,7590000.0,266
5.0,5.0,0.05,2114.0,4318.0,4950000.0,216
5.0,4.0,0.16,2474.0,4000.0,1799000.0,64
4.0,4.0,0.03,2114.0,3017.0,3250000.0,216
7.0,11.0,0.29,2138.0,9080.0,14000000.0,305
5.0,6.0,0.17,2467.0,4678.0,2598000.0,1437
3.0,3.0,0.09,2140.0,1564.0,999000.0,305
1.0,1.0,0.06,2141.0,781.0,799000.0,305
1.0,1.0,0.23,2145.0,851.0,759900.0,1912
2.0,2.0,0.03,2129.0,1110.0,935000.0,216
1.0,1.0,0.09,2139.0,742.0,780000.0,305
8.0,4.0,0.12,2472.0,4091.0,1599000.0,2209
9.0,3.0,0.22,2135.0,3732.0,2499000.0,216
3.0,3.0,0.07,2138.0,2236.0,2195000.0,305
4.0,4.0,0.03,2116.0,2650.0,4475000.0,216
3.0,4.0,0.09,2140.0,2406.0,1599999.0,305
2.0,2.0,0.03,2135.0,1164.0,1399000.0,216
2.0,2.0,0.03,2135.0,1018.0,1109900.0,216
3.0,2.0,0.13,1890.0,2759.0,989900.0,2330
2.0,2.0,0.09,2151.0,1286.0,500000.0,1717
5.0,2.0,0.11,2148.0,1434.0,500000.0,1181
4.0,3.0,0.23,1890.0,2957.0,1699000.0,2330
3.0,1.0,0.11,2445.0,1962.0,1400000.0,266
8.0,10.0,0.09,2116.0,10500.0,13750000.0,216
2.0,1.0,0.14,2155.0,1235.0,620000.0,1237
3.0,4.0,0.23,2144.0,2561.0,1895000.0,1912
2.0,1.0,0.05,2148.0,908.0,495000.0,1181
3.0,1.0,0.11,2148.0,924.0,425000.0,1181
2.0,1.0,0.015,2215.0,934.0,730000.0,216
1.0,1.0,0.02,2115.0,940.0,729000.0,216
5.0,4.0,0.3,1890.0,3129.0,1799000.0,2330
3.0,1.0,0.06,2141.0,921.0,695000.0,305
13.0,10.0,0.03,2135.0,8066.0,2195000.0,254
2.0,1.0,0.23,2145.0,628.0,549900.0,1912
2.0,1.0,0.23,2145.0,628.0,569900.0,1912
9.0,3.0,0.11,2145.0,3171.0,1349900.0,1912
8.0,3.0,0.09,2148.0,2358.0,900000.0,1181
1.0,1.0,0.23,2145.0,737.0,679900.0,1912
3.0,3.0,0.14,2138.0,2200.0,2500000.0,305
3.0,2.0,0.13,2476.0,1424.0,899900.0,64
2.0,2.0,0.11,2445.0,932.0,739000.0,266
6.0,5.0,0.19,2446.0,4357.0,3100000.0,266
1.0,1.0,0.23,2145.0,882.0,789900.0,1912
3.0,2.0,0.03,2129.0,1608.0,965000.0,216
1.0,1.0,0.11,2445.0,947.0,679000.0,266
3.0,2.0,0.23,2145.0,1430.0,1249900.0,1912
2.0,2.0,0.1,2120.0,1135.0,1249000.0,216
3.0,2.0,0.03,2148.0,1612.0,599900.0,1181
4.0,1.0,0.18,1801.0,1668.0,499900.0,2346
3.0,2.0,0.18,2466.0,1800.0,889000.0,1437
4.0,2.0,0.08,2452.0,2176.0,699900.0,2183
6.0,2.0,0.06,2155.0,2424.0,899900.0,1237
2.0,2.0,0.14,2155.0,1206.0,639000.0,1237
6.0,3.0,0.06,2149.0,2704.0,699500.0,663
4.0,5.0,0.28,2478.0,3431.0,1999900.0,163
3.0,2.0,0.23,2453.0,1500.0,799900.0,2183
3.0,4.0,0.07,2116.0,2864.0,8250000.0,216
3.0,2.0,0.11,2445.0,1650.0,1450000.0,266
5.0,5.0,0.32,2458.0,4226.0,2499000.0,1437
5.0,4.0,0.63,1890.0,6091.0,2599000.0,2330
4.0,2.0,0.13,2155.0,1924.0,895000.0,1237
2.0,2.0,0.12,2446.0,1213.0,1275000.0,266
3.0,5.0,0.03,2116.0,3108.0,5850000.0,216
1.0,1.0,0.03,2135.0,647.0,679900.0,216
4.0,4.0,0.24,2459.0,2744.0,1795000.0,1437
3.0,2.0,0.02,2114.0,1070.0,1365000.0,216
5.0,5.0,2.3,2446.0,3531.0,2900000.0,266
3.0,4.0,3.33,2459.0,3146.0,1650000.0,1437
3.0,3.0,0.05,2134.0,2087.0,980000.0,216
1.0,1.0,0.03,2135.0,676.0,679900.0,216
4.0,4.0,0.93,2460.0,2220.0,1750000.0,1437
3.0,3.0,0.03,2129.0,1891.0,2199000.0,216
3.0,3.0,0.03,2129.0,1880.0,1729000.0,216
3.0,3.0,0.03,2129.0,1968.0,2199000.0,216
5.0,2.0,0.23,2135.0,2288.0,1200000.0,216
4.0,2.0,0.34,1876.0,1472.0,514900.0,2068
1.0,1.0,0.155,2474.0,450.0,269000.0,64
2.0,1.0,1.0,1844.0,714.0,499900.0,1254
3.0,2.0,0.35,1864.0,1800.0,629000.0,1473
4.0,3.0,0.76,1810.0,2486.0,889900.0,51
4.0,4.0,0.25,1867.0,3131.0,1089000.0,1708
1.0,1.0,0.02,2115.0,605.0,569000.0,216
4.0,3.0,0.03,2139.0,3126.0,1995000.0,305
3.0,3.0,0.25,2459.0,2100.0,1479000.0,1437
1.0,1.0,0.01,2134.0,578.0,399000.0,216
3.0,2.0,0.07,2148.0,1800.0,749900.0,1181
6.0,3.0,0.08,2144.0,3231.0,1675000.0,1912
3.0,3.0,0.24,1801.0,2159.0,875000.0,2346
6.0,3.0,0.33,2155.0,3236.0,1179000.0,1237
4.0,2.0,0.06,2129.0,2956.0,2200000.0,216
4.0,5.0,0.18,2472.0,3228.0,1400000.0,2209
5.0,2.0,0.09,2148.0,2080.0,799000.0,1181
3.0,2.0,0.03,2135.0,1095.0,660000.0,216
2.0,1.0,0.02,2135.0,875.0,599000.0,216
2.0,2.0,0.03,2129.0,1111.0,789000.0,216
2.0,2.0,0.09,2144.0,1637.0,1090000.0,1912
3.0,2.0,1.18,1887.0,1644.0,599900.0,2326
3.0,3.0,0.22,1880.0,1772.0,650000.0,2172
3.0,2.0,0.2,1880.0,1504.0,619000.0,2172
3.0,2.0,0.1,2176.0,1296.0,575000.0,1241
6.0,2.0,0.12,2465.0,2315.0,849000.0,1437
1.0,1.0,0.21,1880.0,492.0,279900.0,2172
2.0,1.0,0.23,2180.0,1462.0,449900.0,1995
8.0,3.0,0.11,2148.0,4904.0,1149000.0,1181
8.0,4.0,0.1,2120.0,2600.0,1800000.0,216
3.0,2.0,0.08,2138.0,1744.0,1299000.0,305
3.0,3.0,0.01,2114.0,1941.0,2795000.0,216
6.0,3.0,0.09,2143.0,3046.0,1332933.0,1912
1.0,1.0,0.19,2176.0,698.0,300000.0,1241
2.0,1.0,0.02,2134.0,935.0,596000.0,216
4.0,5.0,0.03,2108.0,3857.0,7900000.0,216
6.0,3.0,0.12,2144.0,2907.0,2099000.0,1912
3.0,3.0,0.23,2145.0,2308.0,1199000.0,1912
2.0,2.0,0.23,2145.0,2124.0,995000.0,1912
5.0,4.0,0.05,2145.0,2200.0,1550000.0,1912
4.0,2.0,0.26,2453.0,1794.0,1895000.0,2183
1.0,1.0,0.03,2135.0,590.0,429900.0,216
7.0,3.0,0.07,2144.0,2786.0,1350000.0,1912
2.0,2.0,0.03,2129.0,1182.0,1079000.0,216
1.0,1.0,0.03,2114.0,940.0,614900.0,216
15.0,6.0,0.09,2120.0,4163.0,2937500.0,216
6.0,6.0,0.08,2155.0,2593.0,1895000.0,1237
1.0,1.0,0.03,2129.0,752.0,650000.0,362
3.0,5.0,0.27,2459.0,3103.0,1799000.0,1437
5.0,3.0,0.12,2138.0,2112.0,1595000.0,305
6.0,4.0,0.88,1890.0,5265.0,4500000.0,2330
2.0,2.0,0.09,2140.0,1809.0,1250000.0,305
3.0,2.0,0.33,1887.0,1543.0,399900.0,2326
5.0,4.0,0.42,1867.0,3450.0,1299999.0,1708
2.0,2.0,0.0,1876.0,1023.0,369900.0,2068
3.0,3.0,0.13,2466.0,1789.0,825000.0,1437
3.0,2.0,0.47,1810.0,1705.0,695000.0,51
2.0,2.0,0.11,2148.0,1312.0,410000.0,1181
5.0,4.0,0.03,2114.0,3300.0,3995000.0,216
4.0,4.0,0.98,1864.0,5372.0,1699000.0,1473
3.0,1.0,0.09,2144.0,1627.0,619000.0,1912
1.0,1.0,0.02,2135.0,755.0,430000.0,216
2.0,2.0,0.02,2130.0,811.0,529900.0,216
2.0,1.0,0.17,2453.0,761.0,429900.0,2183
2.0,1.0,0.03,2478.0,1138.0,619900.0,163
5.0,3.0,0.31,1890.0,2272.0,1299000.0,2330
6.0,3.0,0.23,1843.0,2700.0,750000.0,1087
1.0,1.0,0.23,2149.0,768.0,509900.0,663
2.0,2.0,0.02,2134.0,777.0,535000.0,216
1.0,1.0,0.12,2446.0,699.0,635000.0,266
1.0,1.0,0.13,2143.0,726.0,499000.0,1912
1.0,1.0,0.38,2467.0,840.0,499900.0,1437
1.0,1.0,0.26,2458.0,740.0,475000.0,1437
3.0,2.0,0.14,2472.0,2160.0,1050000.0,2209
3.0,4.0,0.14,2155.0,2355.0,1149900.0,1237
5.0,5.0,0.22,2478.0,4950.0,2880000.0,163
2.0,2.0,0.09,2139.0,1208.0,1262500.0,305
2.0,3.0,0.23,2145.0,1535.0,899000.0,1912
5.0,6.0,0.12,2138.0,5300.0,6250000.0,305
2.0,3.0,0.09,2139.0,1987.0,1895000.0,305
1.0,1.0,0.03,2135.0,632.0,629000.0,216
5.0,3.0,0.06,2141.0,2342.0,2249000.0,305
3.0,2.0,0.03,2135.0,1415.0,1349900.0,216
2.0,2.0,0.18,2472.0,945.0,799000.0,2209
3.0,2.0,0.17,1887.0,1470.0,549900.0,2326
3.0,2.0,1.88,1876.0,1692.0,599900.0,2068
2.0,1.0,0.21,1880.0,1008.0,369000.0,2172
4.0,3.0,0.21,1867.0,1904.0,699900.0,1708
3.0,3.0,0.37,1867.0,2220.0,999999.0,1708
3.0,2.0,0.18,2176.0,1800.0,749900.0,1241
5.0,2.0,0.09,2149.0,2379.0,779900.0,663
2.0,2.0,0.05,2134.0,1039.0,619000.0,216
4.0,3.0,0.17,2478.0,2417.0,1725000.0,163
5.0,4.0,0.24,2176.0,2978.0,1149000.0,1241
3.0,3.0,0.03,2129.0,1864.0,1249000.0,216
2.0,1.0,0.03,2129.0,847.0,575000.0,362
2.0,2.0,0.16,2478.0,2452.0,1450000.0,163
9.0,4.0,0.09,2149.0,4118.0,1300000.0,663
2.0,1.0,0.13,2143.0,971.0,650000.0,1912
2.0,2.0,0.13,2143.0,1603.0,1050000.0,1912
2.0,2.0,0.06,2141.0,1000.0,998800.0,305
1.0,1.0,0.02,2114.0,942.0,534900.0,216
3.0,4.0,0.18,2478.0,3072.0,1560000.0,163
2.0,2.0,0.09,2445.0,1597.0,1300000.0,266
2.0,2.0,0.09,2445.0,1097.0,825000.0,266
2.0,2.0,0.11,2445.0,1338.0,875000.0,266
3.0,2.0,0.27,1844.0,1159.0,360000.0,1254
1.0,1.0,0.03,2116.0,480.0,599000.0,216
2.0,2.0,0.13,2149.0,2066.0,589900.0,663
2.0,2.0,0.14,2155.0,1200.0,460000.0,1237
5.0,6.0,0.38,1890.0,7103.0,3399000.0,2330
2.0,1.0,0.155,2474.0,926.0,569000.0,64
1.0,1.0,0.01,2135.0,560.0,355000.0,216
4.0,2.0,0.23,2155.0,2016.0,899900.0,1237
1.0,1.0,0.02,2446.0,724.0,549000.0,266
2.0,2.0,1.0,2155.0,1226.0,529900.0,1237
1.0,1.0,0.12,2446.0,711.0,575000.0,266
1.0,1.0,0.02,2135.0,700.0,468000.0,216
1.0,1.0,0.015,2215.0,560.0,559000.0,216
1.0,1.0,0.09,2474.0,900.0,499000.0,64
2.0,2.0,0.155,2474.0,1120.0,899900.0,64
1.0,1.0,0.12,2446.0,750.0,689000.0,266
2.0,2.0,0.12,2446.0,1217.0,729000.0,266
1.0,1.0,0.11,2445.0,647.0,529000.0,266
2.0,1.0,0.23,2145.0,498.0,459900.0,1912
8.0,4.0,0.12,2478.0,4632.0,1999000.0,163
8.0,3.0,0.06,2145.0,5316.0,1695000.0,1912
2.0,2.0,0.23,2145.0,972.0,899900.0,1912
1.0,1.0,0.23,2145.0,840.0,749900.0,1912
1.0,1.0,0.23,2145.0,702.0,614900.0,1912
1.0,1.0,0.23,2145.0,733.0,659900.0,1912
2.0,2.0,0.23,2145.0,918.0,829900.0,1912
4.0,2.0,0.34,1810.0,2524.0,399900.0,51
3.0,1.0,0.17,2453.0,918.0,450000.0,2183
7.0,3.0,0.09,1841.0,3351.0,664900.0,1087
2.0,2.0,0.02,2141.0,768.0,819900.0,305
4.0,2.0,0.2,2148.0,2464.0,799900.0,1181
5.0,4.0,0.67,1810.0,4453.0,1050000.0,51
2.0,2.0,0.14,2155.0,1213.0,445000.0,1237
4.0,3.0,0.21,1810.0,2916.0,899000.0,51
2.0,1.0,0.05,2134.0,700.0,489000.0,216
2.0,2.0,0.23,2180.0,1020.0,499000.0,1995
3.0,2.0,0.57,1887.0,1644.0,325000.0,2326
2.0,2.0,0.24,1801.0,1280.0,500000.0,2346
2.0,2.0,0.1,2150.0,1145.0,350000.0,372
2.0,2.0,0.03,2116.0,1700.0,2950000.0,216
1.0,1.0,0.03,2116.0,675.0,810000.0,216
3.0,2.0,0.23,2155.0,1608.0,350000.0,1237
1.0,1.0,0.03,2135.0,605.0,399000.0,216
2.0,2.0,0.11,2445.0,913.0,739000.0,266
2.0,2.0,1.0,2155.0,1168.0,599000.0,1237
2.0,3.0,0.03,2116.0,1994.0,2950000.0,216
2.0,2.0,0.09,2139.0,1278.0,899900.0,305
1.0,1.0,0.31,1867.0,965.0,435000.0,1708
5.0,4.0,0.26,1890.0,5423.0,2299000.0,2330
4.0,5.0,0.28,2476.0,4350.0,2275000.0,64
2.0,2.0,0.03,2135.0,1000.0,990000.0,216
4.0,5.0,0.13,2446.0,2750.0,3199999.0,266
